"sale_date","product_unit_sales","discount_amount (Rs.)","mrp_amount (Rs.)","product"
"3/3/2020","291","15464.37","545009","shirt"
"8/22/2022","374","161454.14","814626","shirt"
"8/28/2022","750","314986.78","1642950","shirt"
"8/24/2022","381","171049.03","813719","shirt"
"9/20/2022","267","109631.75","587333","shirt"
"4/17/2024","825","354174","2202375","shirt"
"10/27/2022","440","145360.97","1022560","shirt"
"5/11/2020","34","2025.51","63866","shirt"
"5/24/2020","50","11640.14","96850","shirt"
"2/7/2020","760","364112.47","1474440","shirt"
"2/1/2020","1061","556614.72","2065639","shirt"
"7/28/2020","217","93244.77","416683","shirt"
"5/10/2021","32","12308.56","60868","shirt"
"3/8/2020","585","36996.75","1089215","shirt"
"2/25/2020","463","150747.17","896737","shirt"
"2/24/2020","440","154264.84","849260","shirt"
"2/23/2020","854","345753.34","1633146","shirt"
"5/12/2021","20","8159.05","41580","shirt"
"1/8/2020","696","473670.41","1368004","shirt"
"3/20/2020","158","33271.43","296142","shirt"
"2/2/2020","1372","760536.55","2678828","shirt"
"1/31/2020","767","405102.63","1494433","shirt"
"2/11/2020","468","145682.29","889332","shirt"
"1/19/2020","1546","959332.5","3059254","shirt"
"7/27/2019","873","583543.54","1698627","shirt"
"1/7/2020","717","499003.24","1421483","shirt"
"7/21/2019","2302","1901369.4","4523198","shirt"
"2/9/2020","1391","720756.44","2721009","shirt"
"7/22/2019","255","101390.25","490445","shirt"
"2/4/2020","686","344407.65","1332614","shirt"
"3/5/2020","265","11157.73","495535","shirt"
"3/1/2021","326","137218.98","627074","shirt"
"5/28/2021","23","9372.05","45677","shirt"
"1/9/2020","765","509105.9","1490135","shirt"
"1/13/2020","1001","655509.19","1975399","shirt"
"2/21/2020","591","219070.15","1127509","shirt"
"7/20/2019","1324","1062465.78","2590876","shirt"
"1/26/2020","2269","1501216.84","4479731","shirt"
"7/5/2020","119","35904.81","222181","shirt"
"1/20/2020","705","423883.28","1382995","shirt"
"2/8/2020","1130","588180.45","2189970","shirt"
"2/22/2020","743","263855.44","1414757","shirt"
"3/21/2020","144","26626.64","268856","shirt"
"2/26/2020","434","159191.82","831966","shirt"
"1/21/2020","697","402320.15","1368703","shirt"
"1/24/2020","859","483797.97","1690441","shirt"
"2/20/2020","464","180537.34","887336","shirt"
"7/19/2019","655","517904.25","1279545","shirt"
"3/23/2020","8","1622.43","14692","shirt"
"1/16/2020","843","503384.04","1652057","shirt"
"2/3/2020","759","416848.93","1487141","shirt"
"2/10/2020","471","207248.65","904829","shirt"
"3/12/2020","244","16234.4","446256","shirt"
"7/16/2019","619","495282.4","1232981","shirt"
"1/25/2020","1619","962083.77","3190881","shirt"
"1/11/2020","1500","990614.19","2939200","shirt"
"1/29/2020","650","311366.4","1253950","shirt"
"3/6/2020","274","16616.79","509126","shirt"
"5/15/2020","33","2540.7","62367","shirt"
"5/16/2020","43","6372.88","82857","shirt"
"5/27/2021","23","6929.3","43277","shirt"
"3/19/2020","169","33738.02","318831","shirt"
"1/1/2020","1279","968806.75","2554821","shirt"
"1/18/2020","1088","647188.97","2128012","shirt"
"3/11/2020","259","5202.79","472841","shirt"
"6/20/2019","1829","1494206.13","3596671","shirt"
"7/29/2019","451","266851.09","879749","shirt"
"1/10/2020","755","458972.29","1470245","shirt"
"1/15/2020","1089","692041.46","2130211","shirt"
"1/28/2020","762","417403.8","1496238","shirt"
"2/5/2020","649","319277.37","1262351","shirt"
"2/18/2020","472","175645.88","902228","shirt"
"7/23/2019","260","103781.97","503340","shirt"
"7/24/2019","426","263853.46","826874","shirt"
"1/23/2020","784","447126.58","1526316","shirt"
"1/27/2020","691","369076.61","1341509","shirt"
"3/10/2020","172","8922.56","317528","shirt"
"7/25/2019","526","378041.64","1013174","shirt"
"3/17/2020","219","75125.12","407881","shirt"
"7/28/2019","1170","806101.25","2289030","shirt"
"5/22/2021","21","9456.54","40979","shirt"
"2/17/2020","454","177963.31","871546","shirt"
"6/7/2022","12","4311.35","25688","shirt"
"5/16/2021","13","7349.01","27287","shirt"
"6/5/2021","45","21235.93","87355","shirt"
"5/7/2020","18","0.00E+0","34682","shirt"
"5/17/2021","18","7090.29","37482","shirt"
"5/8/2020","24","0.00E+0","44376","shirt"
"5/2/2021","48","22011.72","93952","shirt"
"5/9/2020","17","0.00E+0","31783","shirt"
"5/8/2021","99","44712.41","189101","shirt"
"5/6/2020","9","499.75","16891","shirt"
"5/13/2020","14","0.00E+0","26486","shirt"
"5/5/2020","4","0.00E+0","7196","shirt"
"5/19/2021","12","4755.13","24488","shirt"
"5/10/2020","11","449.75","20989","shirt"
"5/15/2021","21","8948.2","41879","shirt"
"5/14/2020","10","0.00E+0","18690","shirt"
"8/18/2024","819","378723.22","2162781","shirt"
"8/17/2024","588","237877.71","1547912","shirt"
"8/16/2024","449","220929.55","1189451","shirt"
"7/14/2024","695","275601.02","1813205","shirt"
"6/25/2024","358","243426.46","938142","shirt"
"6/10/2024","343","136896.09","899757","shirt"
"6/30/2024","701","248119.83","1841699","shirt"
"7/7/2024","890","374530.13","2341610","shirt"
"7/6/2024","734","298043.37","1932466","shirt"
"6/12/2024","375","169758.35","986625","shirt"
"6/4/2024","257","96471.94","673843","shirt"
"6/7/2024","414","182159.33","1077186","shirt"
"7/3/2024","345","102429.86","906755","shirt"
"7/5/2024","482","415671.58","1275718","shirt"
"6/19/2024","350","202993.93","918650","shirt"
"7/8/2024","450","170489.29","1185950","shirt"
"7/9/2024","474","219032.21","1252326","shirt"
"7/29/2024","393","283446.37","1039707","shirt"
"7/1/2024","390","126490.27","1026061","shirt"
"6/28/2024","361","121421.6","942839","shirt"
"5/30/2024","299","119186.65","801701","shirt"
"8/3/2024","393","124564.11","1034107","shirt"
"7/27/2024","745","555280","1973056","shirt"
"7/11/2024","488","193999.03","1277912","shirt"
"6/2/2024","629","261583.15","1655771","shirt"
"6/29/2024","528","183466.46","1378972","shirt"
"6/18/2024","353","148362.94","930347","shirt"
"6/24/2024","339","153733.9","901461","shirt"
"6/5/2024","279","108517.16","726121","shirt"
"8/9/2024","411","183095.16","1081289","shirt"
"8/11/2024","751","324511.53","1986149","shirt"
"6/3/2024","302","105907.42","796698","shirt"
"6/20/2024","340","163413.58","893260","shirt"
"6/21/2024","407","193259.66","1064793","shirt"
"6/22/2024","656","298348.47","1718644","shirt"
"8/8/2024","326","143253.68","863474","shirt"
"7/10/2024","477","178757.38","1251923","shirt"
"8/12/2024","349","140321.09","917551","shirt"
"6/9/2024","725","331085.83","1901275","shirt"
"8/6/2024","368","171888.78","976032","shirt"
"6/17/2024","467","219573.9","1222833","shirt"
"5/31/2024","422","217640.94","1110478","shirt"
"6/11/2024","409","191237.85","1069291","shirt"
"6/16/2024","868","400907.4","2273932","shirt"
"7/4/2024","477","188168.25","1252023","shirt"
"8/10/2024","648","252781","1702952","shirt"
"8/7/2024","355","158006.43","945245","shirt"
"7/20/2024","487","199179.64","1284114","shirt"
"6/26/2024","327","118195.08","857273","shirt"
"6/27/2024","336","111011.72","874364","shirt"
"6/14/2024","375","177320.73","988625","shirt"
"6/13/2024","349","164638.06","900851","shirt"
"7/18/2024","291","117544.81","767409","shirt"
"7/26/2024","448","323649.43","1176652","shirt"
"7/12/2024","479","209347.7","1260621","shirt"
"6/8/2024","612","285905.36","1612388","shirt"
"7/2/2024","369","120189.49","963231","shirt"
"6/23/2024","766","369933.02","2014834","shirt"
"7/21/2024","581","241098.28","1514219","shirt"
"5/13/2021","10","4376.34","20290","shirt"
"6/6/2024","393","203796.71","1038807","shirt"
"6/15/2024","620","287496.25","1630480","shirt"
"7/13/2024","670","281521.11","1764631","shirt"
"7/25/2024","288","102811.99","754112","shirt"
"8/4/2024","627","228385.73","1645273","shirt"
"8/5/2024","376","170315.51","989824","shirt"
"7/28/2024","823","602555.17","2158826","shirt"
"7/24/2024","313","123283.08","817987","shirt"
"7/15/2024","308","123754.1","813092","shirt"
"7/19/2024","286","120643.75","746014","shirt"
"7/23/2024","259","103180.67","673641","shirt"
"7/31/2024","306","115584","808494","shirt"
"7/17/2024","409","187116.8","1068791","shirt"
"7/16/2024","300","122951.9","789100","shirt"
"7/22/2024","268","118681.04","706132","shirt"
"4/11/2024","795","227532.73","2124205","shirt"
"8/13/2024","354","145515.14","937495.57","shirt"
"8/1/2024","345","111240.47","898555","shirt"
"4/13/2024","980","300732.64","2618820","shirt"
"4/18/2024","771","331661.95","2054229","shirt"
"4/12/2024","598","175148.95","1582102","shirt"
"7/30/2024","275","95270.28","721325","shirt"
"8/14/2024","448","194225.44","1175252","shirt"
"4/14/2024","1147","403977.67","3066853","shirt"
"4/15/2024","616","254314.4","1657384","shirt"
"4/19/2024","674","324039.16","1788726","shirt"
"8/2/2024","292","103495.73","773808","shirt"
"8/15/2024","920","480950.09","2436080","shirt"
"3/24/2020","1","0.00E+0","1699","shirt"
"8/19/2024","350","144900.5","918250","shirt"
